,,,Limstox360,Freezio_,MonMauvais,GoldMonster338,geek59,Naos0,acdc_zdnl,roselfe,Gaethap,alin,Razor2759,JojoLapero,rathur000,Cronox54,reppssomewhiles,heineswatchbook,uncessynthesize,stagescurfiness,vulvomishitting,ahemsdedicating,atokeholographs,horalrecognised,dillycrabapples,elriclespiques,shivaperiegeses,sykerconcretize,cholicaptivated,sinewrisibility,IntegraleEpice,syncsjasperizes,foliaperseveres,naturalizee,agonykettledrum,stupadisinvests,tennoasbestosis,salutunbreeched
stats,minecraft:crafted,minecraft:spyglass,11.0,11.0,11.0,11.0,11.0,2.0,11.0,11.0,11.0,2.0,11.0,2.0,11.0,11.0,11.0,2.0,11.0,11.0,2.0,11.0,11.0,11.0,1.0,11.0,11.0,11.0,11.0,11.0,2.0,2.0,11.0,11.0,11.0,2.0,2.0,11.0
stats,minecraft:crafted,minecraft:stick,17.0,12.0,22.0,8.0,23.0,3.0,24.0,36.0,25.0,4.0,30.0,19.0,13.0,20.0,16.0,5.0,18.0,27.0,7.0,6.0,2.0,21.0,14.0,31.0,35.0,11.0,9.0,29.0,1.0,34.0,26.0,10.0,32.0,28.0,33.0,15.0
stats,minecraft:crafted,minecraft:sticky_piston,23.0,5.0,16.0,8.0,26.0,14.0,26.0,26.0,2.0,13.0,20.0,23.0,12.0,26.0,7.0,6.0,9.0,26.0,18.0,1.0,3.0,26.0,26.0,20.0,26.0,15.0,19.0,23.0,4.0,17.0,26.0,26.0,20.0,10.0,26.0,11.0
stats,minecraft:crafted,minecraft:stone,13.0,31.0,30.0,27.0,6.0,15.0,32.0,24.0,4.0,3.0,36.0,19.0,5.0,33.0,16.0,7.0,8.0,29.0,21.0,10.0,12.0,28.0,22.0,18.0,23.0,2.0,9.0,14.0,1.0,26.0,34.0,11.0,35.0,20.0,17.0,25.0
stats,minecraft:crafted,minecraft:stone_axe,11.0,25.0,18.0,25.0,4.0,3.0,15.0,25.0,15.0,1.0,25.0,11.0,25.0,8.0,6.0,7.0,2.0,18.0,25.0,25.0,25.0,25.0,25.0,18.0,18.0,18.0,25.0,18.0,15.0,13.0,8.0,13.0,25.0,18.0,8.0,5.0
stats,minecraft:crafted,minecraft:stone_brick_slab,23.0,16.0,24.0,29.0,4.0,6.0,25.0,29.0,9.0,18.0,22.0,10.0,2.0,1.0,5.0,14.0,29.0,29.0,17.0,8.0,25.0,13.0,12.0,29.0,27.0,3.0,15.0,7.0,19.0,19.0,29.0,11.0,29.0,27.0,21.0,29.0
stats,minecraft:crafted,minecraft:stone_brick_stairs,5.0,28.0,28.0,30.0,7.0,26.0,21.0,31.0,17.0,3.0,23.0,12.0,1.0,32.0,4.0,9.0,8.0,19.0,11.0,16.0,6.0,18.0,14.0,27.0,20.0,2.0,15.0,22.0,13.0,33.0,33.0,10.0,33.0,23.0,25.0,33.0
stats,minecraft:crafted,minecraft:stone_brick_wall,21.0,13.0,25.0,26.0,3.0,14.0,19.0,26.0,21.0,10.0,26.0,4.0,1.0,12.0,17.0,26.0,26.0,26.0,8.0,7.0,20.0,9.0,6.0,26.0,17.0,2.0,5.0,11.0,26.0,16.0,26.0,15.0,26.0,24.0,26.0,23.0
stats,minecraft:crafted,minecraft:stone_bricks,18.0,33.0,34.0,20.0,7.0,13.0,12.0,31.0,19.0,14.0,30.0,17.0,2.0,24.0,5.0,16.0,8.0,29.0,9.0,4.0,15.0,26.0,11.0,28.0,23.0,3.0,6.0,27.0,1.0,25.0,21.0,10.0,34.0,22.0,32.0,34.0
stats,minecraft:crafted,minecraft:stone_button,11.0,1.0,16.0,12.0,23.0,25.0,14.0,32.0,27.0,3.0,32.0,29.0,5.0,13.0,8.0,7.0,17.0,23.0,4.0,2.0,9.0,32.0,15.0,29.0,22.0,6.0,21.0,19.0,18.0,20.0,32.0,10.0,29.0,27.0,32.0,25.0
stats,minecraft:crafted,minecraft:stone_hoe,9.0,14.0,26.0,26.0,17.0,3.0,4.0,26.0,26.0,2.0,14.0,17.0,17.0,26.0,7.0,9.0,7.0,17.0,14.0,5.0,26.0,26.0,17.0,9.0,26.0,9.0,17.0,26.0,1.0,26.0,17.0,5.0,26.0,9.0,17.0,17.0
stats,minecraft:crafted,minecraft:stone_pickaxe,18.0,18.0,21.0,26.0,9.0,4.0,1.0,10.0,24.0,7.0,32.0,26.0,26.0,15.0,15.0,13.0,2.0,32.0,21.0,11.0,32.0,26.0,32.0,5.0,15.0,21.0,26.0,26.0,6.0,8.0,18.0,11.0,32.0,24.0,3.0,14.0
stats,minecraft:crafted,minecraft:stone_pressure_plate,13.0,2.0,11.0,12.0,30.0,21.0,10.0,21.0,21.0,15.0,30.0,24.0,24.0,7.0,8.0,14.0,30.0,24.0,24.0,1.0,3.0,6.0,24.0,17.0,30.0,19.0,5.0,4.0,8.0,20.0,30.0,18.0,24.0,30.0,30.0,16.0
stats,minecraft:crafted,minecraft:stone_shovel,19.0,13.0,15.0,6.0,4.0,5.0,24.0,9.0,18.0,3.0,24.0,24.0,24.0,15.0,1.0,19.0,2.0,13.0,24.0,7.0,24.0,24.0,24.0,10.0,19.0,10.0,24.0,24.0,24.0,19.0,19.0,12.0,24.0,24.0,15.0,8.0
stats,minecraft:crafted,minecraft:stone_slab,32.0,4.0,16.0,6.0,8.0,13.0,7.0,32.0,10.0,17.0,27.0,20.0,26.0,9.0,11.0,23.0,18.0,27.0,20.0,1.0,5.0,27.0,32.0,32.0,12.0,15.0,23.0,14.0,3.0,20.0,27.0,25.0,32.0,2.0,27.0,19.0
stats,minecraft:crafted,minecraft:stone_stairs,22.0,18.0,15.0,22.0,2.0,7.0,9.0,22.0,1.0,10.0,22.0,22.0,22.0,22.0,5.0,22.0,18.0,18.0,3.0,16.0,13.0,22.0,22.0,22.0,6.0,4.0,11.0,8.0,18.0,12.0,22.0,16.0,22.0,14.0,22.0,22.0
stats,minecraft:crafted,minecraft:stone_sword,15.0,24.0,12.0,6.0,5.0,12.0,19.0,24.0,15.0,4.0,24.0,19.0,24.0,19.0,9.0,6.0,10.0,24.0,24.0,12.0,24.0,24.0,24.0,15.0,19.0,2.0,24.0,15.0,1.0,24.0,2.0,10.0,24.0,19.0,6.0,24.0
stats,minecraft:crafted,minecraft:stonecutter,22.0,9.0,22.0,22.0,22.0,4.0,15.0,22.0,15.0,3.0,22.0,22.0,11.0,15.0,6.0,9.0,6.0,11.0,6.0,2.0,22.0,11.0,22.0,22.0,22.0,22.0,15.0,15.0,1.0,15.0,15.0,22.0,11.0,22.0,22.0,5.0
stats,minecraft:crafted,minecraft:stripped_acacia_wood,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:crafted,minecraft:stripped_birch_wood,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0
stats,minecraft:crafted,minecraft:stripped_crimson_hyphae,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:crafted,minecraft:stripped_dark_oak_wood,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0
stats,minecraft:crafted,minecraft:stripped_jungle_wood,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
stats,minecraft:crafted,minecraft:stripped_oak_wood,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:crafted,minecraft:stripped_spruce_wood,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0
stats,minecraft:crafted,minecraft:sugar,9.0,10.0,26.0,4.0,28.0,17.0,8.0,28.0,28.0,11.0,23.0,22.0,17.0,2.0,28.0,19.0,14.0,28.0,20.0,3.0,6.0,16.0,28.0,28.0,28.0,5.0,25.0,23.0,1.0,12.0,27.0,7.0,28.0,15.0,21.0,13.0
stats,minecraft:crafted,minecraft:sugar_cane,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:crafted,minecraft:suspicious_stew,15.0,6.0,15.0,15.0,15.0,5.0,1.0,2.0,15.0,11.0,15.0,15.0,15.0,15.0,15.0,4.0,15.0,15.0,8.0,10.0,3.0,15.0,15.0,15.0,15.0,15.0,15.0,9.0,7.0,15.0,12.0,15.0,15.0,15.0,12.0,12.0
stats,minecraft:crafted,minecraft:target,16.0,8.0,16.0,16.0,16.0,7.0,8.0,16.0,16.0,4.0,16.0,8.0,16.0,8.0,1.0,5.0,16.0,16.0,16.0,3.0,2.0,16.0,16.0,16.0,16.0,16.0,8.0,8.0,8.0,16.0,16.0,6.0,16.0,16.0,8.0,16.0
stats,minecraft:crafted,minecraft:terracotta,15.0,15.0,15.0,15.0,15.0,15.0,11.0,9.0,15.0,8.0,15.0,3.0,15.0,15.0,10.0,4.0,12.0,1.0,5.0,15.0,2.0,15.0,12.0,15.0,15.0,7.0,15.0,15.0,6.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0
stats,minecraft:crafted,minecraft:tinted_glass,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,2.0,1.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
stats,minecraft:crafted,minecraft:tipped_arrow,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
stats,minecraft:crafted,minecraft:tnt,5.0,11.0,15.0,4.0,15.0,12.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,15.0,2.0,15.0,15.0,15.0,1.0,10.0,7.0,15.0,15.0,15.0,15.0,8.0,15.0,3.0,15.0,6.0,9.0,15.0,13.0,15.0,15.0
stats,minecraft:crafted,minecraft:tnt_minecart,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
stats,minecraft:crafted,minecraft:torch,14.0,24.0,13.0,8.0,10.0,17.0,25.0,35.0,18.0,4.0,31.0,26.0,11.0,21.0,3.0,7.0,22.0,5.0,6.0,2.0,12.0,34.0,23.0,33.0,27.0,1.0,16.0,36.0,9.0,29.0,15.0,19.0,30.0,28.0,32.0,20.0
stats,minecraft:crafted,minecraft:trapped_chest,10.0,18.0,20.0,13.0,15.0,20.0,20.0,20.0,20.0,8.0,20.0,20.0,16.0,17.0,7.0,4.0,3.0,20.0,20.0,6.0,5.0,20.0,20.0,11.0,20.0,1.0,18.0,20.0,2.0,20.0,20.0,9.0,20.0,13.0,20.0,12.0
stats,minecraft:crafted,minecraft:trident,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
stats,minecraft:crafted,minecraft:tripwire_hook,13.0,18.0,25.0,12.0,15.0,9.0,25.0,25.0,25.0,11.0,25.0,22.0,17.0,19.0,10.0,4.0,6.0,25.0,21.0,8.0,7.0,25.0,25.0,16.0,25.0,5.0,3.0,22.0,1.0,25.0,22.0,2.0,25.0,14.0,25.0,19.0
stats,minecraft:crafted,minecraft:tropical_fish_bucket,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0
stats,minecraft:crafted,minecraft:tube_coral_block,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:crafted,minecraft:turtle_helmet,7.0,4.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,2.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
stats,minecraft:crafted,minecraft:warped_button,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
stats,minecraft:crafted,minecraft:warped_door,12.0,3.0,12.0,12.0,12.0,3.0,3.0,12.0,12.0,1.0,12.0,12.0,12.0,7.0,7.0,7.0,12.0,12.0,12.0,3.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,1.0,12.0,12.0,7.0,7.0,12.0,12.0,12.0
stats,minecraft:crafted,minecraft:warped_fence,13.0,5.0,13.0,13.0,9.0,12.0,3.0,13.0,13.0,1.0,13.0,13.0,13.0,13.0,10.0,2.0,13.0,13.0,6.0,8.0,10.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,4.0,13.0,13.0,7.0,13.0,13.0,13.0,13.0
stats,minecraft:crafted,minecraft:warped_fence_gate,9.0,9.0,9.0,9.0,6.0,8.0,9.0,9.0,9.0,1.0,3.0,9.0,9.0,9.0,5.0,2.0,9.0,9.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0
stats,minecraft:crafted,minecraft:warped_fungus_on_a_stick,17.0,2.0,17.0,17.0,17.0,2.0,5.0,5.0,17.0,5.0,17.0,5.0,17.0,17.0,5.0,5.0,17.0,17.0,17.0,4.0,17.0,5.0,17.0,17.0,17.0,17.0,5.0,17.0,1.0,5.0,17.0,5.0,17.0,5.0,5.0,17.0
stats,minecraft:crafted,minecraft:warped_hyphae,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
stats,minecraft:crafted,minecraft:warped_planks,28.0,6.0,2.0,28.0,22.0,7.0,4.0,28.0,11.0,3.0,14.0,26.0,28.0,18.0,8.0,5.0,26.0,28.0,10.0,12.0,17.0,9.0,21.0,28.0,28.0,23.0,23.0,28.0,13.0,25.0,20.0,19.0,1.0,15.0,28.0,16.0
stats,minecraft:crafted,minecraft:warped_pressure_plate,8.0,2.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0
stats,minecraft:crafted,minecraft:warped_sign,11.0,11.0,11.0,11.0,11.0,3.0,5.0,11.0,11.0,2.0,11.0,11.0,11.0,11.0,1.0,8.0,8.0,11.0,11.0,4.0,5.0,11.0,11.0,11.0,11.0,11.0,5.0,11.0,11.0,11.0,11.0,8.0,11.0,11.0,11.0,11.0
stats,minecraft:crafted,minecraft:warped_slab,16.0,16.0,1.0,16.0,12.0,3.0,6.0,16.0,16.0,4.0,7.0,15.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,11.0,12.0,2.0,9.0,16.0,16.0,9.0,16.0,16.0,16.0,16.0,16.0,7.0,5.0,16.0,16.0,16.0
stats,minecraft:crafted,minecraft:warped_stairs,18.0,13.0,2.0,18.0,14.0,14.0,4.0,18.0,18.0,8.0,14.0,18.0,18.0,18.0,18.0,3.0,18.0,18.0,7.0,9.0,14.0,6.0,11.0,18.0,18.0,18.0,12.0,18.0,5.0,18.0,18.0,10.0,1.0,18.0,18.0,18.0
stats,minecraft:crafted,minecraft:warped_trapdoor,15.0,7.0,15.0,15.0,11.0,14.0,8.0,15.0,15.0,1.0,2.0,15.0,15.0,5.0,12.0,9.0,15.0,15.0,3.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,6.0,15.0,15.0,15.0,15.0,15.0,15.0,4.0
stats,minecraft:crafted,minecraft:waxed_copper_block,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
stats,minecraft:crafted,minecraft:waxed_cut_copper,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
stats,minecraft:crafted,minecraft:waxed_cut_copper_slab,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
stats,minecraft:crafted,minecraft:wheat,21.0,8.0,17.0,11.0,31.0,9.0,12.0,25.0,27.0,26.0,30.0,31.0,29.0,1.0,4.0,5.0,14.0,31.0,31.0,2.0,6.0,19.0,28.0,31.0,22.0,3.0,31.0,24.0,7.0,23.0,13.0,16.0,20.0,15.0,18.0,10.0
stats,minecraft:crafted,minecraft:white_banner,16.0,5.0,16.0,16.0,7.0,11.0,16.0,16.0,16.0,6.0,14.0,16.0,1.0,16.0,4.0,3.0,13.0,16.0,8.0,2.0,16.0,9.0,16.0,16.0,16.0,16.0,16.0,16.0,10.0,12.0,16.0,16.0,16.0,14.0,16.0,16.0
stats,minecraft:crafted,minecraft:white_bed,15.0,6.0,25.0,11.0,28.0,9.0,28.0,33.0,30.0,7.0,21.0,20.0,10.0,12.0,30.0,3.0,33.0,16.0,22.0,18.0,8.0,25.0,5.0,33.0,33.0,23.0,13.0,4.0,1.0,17.0,2.0,18.0,25.0,14.0,30.0,24.0
stats,minecraft:crafted,minecraft:white_carpet,18.0,17.0,2.0,3.0,15.0,21.0,14.0,30.0,30.0,4.0,30.0,28.0,9.0,16.0,7.0,5.0,10.0,22.0,23.0,6.0,18.0,30.0,30.0,12.0,30.0,8.0,20.0,27.0,1.0,11.0,30.0,24.0,25.0,13.0,29.0,26.0
stats,minecraft:crafted,minecraft:white_concrete_powder,23.0,14.0,25.0,16.0,25.0,25.0,25.0,19.0,11.0,15.0,25.0,9.0,24.0,13.0,12.0,5.0,17.0,8.0,6.0,2.0,4.0,18.0,25.0,25.0,25.0,3.0,7.0,22.0,1.0,20.0,21.0,25.0,25.0,10.0,25.0,25.0
stats,minecraft:crafted,minecraft:white_dye,32.0,11.0,15.0,32.0,23.0,21.0,26.0,32.0,7.0,27.0,28.0,9.0,30.0,16.0,19.0,1.0,18.0,14.0,3.0,4.0,5.0,20.0,17.0,32.0,32.0,7.0,6.0,24.0,2.0,12.0,29.0,22.0,13.0,10.0,31.0,25.0
stats,minecraft:crafted,minecraft:white_glazed_terracotta,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
stats,minecraft:crafted,minecraft:white_shulker_box,14.0,2.0,14.0,14.0,14.0,8.0,14.0,14.0,7.0,14.0,14.0,5.0,14.0,14.0,14.0,14.0,14.0,9.0,14.0,12.0,4.0,14.0,14.0,14.0,14.0,12.0,14.0,14.0,1.0,14.0,14.0,3.0,9.0,14.0,9.0,5.0
stats,minecraft:crafted,minecraft:white_stained_glass,16.0,20.0,14.0,21.0,28.0,28.0,28.0,23.0,17.0,4.0,28.0,17.0,8.0,11.0,15.0,10.0,19.0,22.0,3.0,2.0,7.0,26.0,28.0,12.0,28.0,5.0,9.0,28.0,1.0,26.0,28.0,13.0,6.0,24.0,28.0,24.0
stats,minecraft:crafted,minecraft:white_stained_glass_pane,16.0,13.0,6.0,18.0,9.0,26.0,26.0,26.0,19.0,4.0,26.0,7.0,10.0,19.0,12.0,14.0,26.0,21.0,1.0,3.0,5.0,23.0,26.0,23.0,26.0,11.0,8.0,26.0,15.0,26.0,26.0,16.0,2.0,21.0,26.0,23.0
stats,minecraft:crafted,minecraft:white_terracotta,16.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,9.0,14.0,6.0,13.0,5.0,18.0,2.0,15.0,4.0,20.0,7.0,10.0,20.0,20.0,3.0,20.0,8.0,11.0,20.0,1.0,20.0,20.0,12.0,16.0,20.0,20.0,20.0
stats,minecraft:crafted,minecraft:white_tulip,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
stats,minecraft:crafted,minecraft:white_wool,11.0,28.0,17.0,12.0,16.0,22.0,28.0,25.0,26.0,2.0,28.0,22.0,9.0,7.0,15.0,4.0,3.0,10.0,27.0,6.0,5.0,28.0,28.0,14.0,28.0,13.0,8.0,24.0,1.0,28.0,28.0,18.0,20.0,18.0,28.0,21.0
stats,minecraft:crafted,minecraft:wooden_axe,1.0,12.0,20.0,20.0,20.0,5.0,20.0,20.0,12.0,2.0,20.0,12.0,20.0,7.0,12.0,20.0,6.0,20.0,12.0,3.0,20.0,10.0,20.0,20.0,20.0,20.0,20.0,4.0,10.0,12.0,20.0,7.0,20.0,12.0,12.0,7.0
stats,minecraft:crafted,minecraft:wooden_hoe,7.0,22.0,22.0,22.0,22.0,6.0,1.0,7.0,22.0,4.0,22.0,22.0,22.0,19.0,13.0,19.0,19.0,13.0,22.0,2.0,11.0,13.0,22.0,13.0,22.0,7.0,22.0,13.0,3.0,22.0,13.0,22.0,5.0,11.0,7.0,22.0
stats,minecraft:crafted,minecraft:wooden_pickaxe,6.0,21.0,9.0,16.0,21.0,7.0,21.0,9.0,9.0,3.0,21.0,9.0,21.0,3.0,16.0,2.0,7.0,21.0,21.0,21.0,21.0,16.0,21.0,9.0,21.0,21.0,21.0,16.0,9.0,21.0,5.0,16.0,21.0,1.0,9.0,21.0
stats,minecraft:crafted,minecraft:wooden_shovel,1.0,21.0,21.0,8.0,14.0,14.0,21.0,14.0,14.0,2.0,21.0,14.0,21.0,10.0,14.0,10.0,4.0,5.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,3.0,10.0,6.0,8.0,6.0,21.0,21.0,21.0,14.0,10.0,21.0
stats,minecraft:crafted,minecraft:wooden_sword,17.0,17.0,6.0,17.0,11.0,7.0,17.0,11.0,17.0,5.0,17.0,17.0,17.0,11.0,17.0,2.0,7.0,17.0,17.0,3.0,17.0,17.0,17.0,7.0,17.0,4.0,17.0,11.0,1.0,11.0,17.0,17.0,17.0,17.0,11.0,7.0
stats,minecraft:crafted,minecraft:writable_book,9.0,19.0,24.0,24.0,15.0,10.0,2.0,24.0,19.0,4.0,24.0,24.0,24.0,24.0,8.0,3.0,15.0,15.0,24.0,6.0,10.0,19.0,13.0,12.0,24.0,5.0,13.0,15.0,1.0,7.0,24.0,19.0,24.0,24.0,19.0,24.0
stats,minecraft:crafted,minecraft:written_book,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
stats,minecraft:crafted,minecraft:yellow_banner,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,4.0,5.0,3.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
stats,minecraft:crafted,minecraft:yellow_bed,9.0,9.0,9.0,9.0,9.0,4.0,1.0,9.0,9.0,2.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,7.0,9.0,9.0,3.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0
stats,minecraft:crafted,minecraft:yellow_candle,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
stats,minecraft:crafted,minecraft:yellow_carpet,13.0,8.0,13.0,1.0,4.0,6.0,6.0,13.0,13.0,2.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,3.0,8.0,8.0,13.0,5.0,13.0,13.0,13.0,13.0,13.0,8.0,13.0,13.0,8.0,13.0,13.0,13.0,13.0
stats,minecraft:crafted,minecraft:yellow_concrete_powder,13.0,4.0,13.0,13.0,13.0,8.0,13.0,13.0,13.0,13.0,13.0,11.0,13.0,13.0,3.0,9.0,13.0,13.0,10.0,6.0,2.0,13.0,7.0,13.0,13.0,13.0,13.0,13.0,1.0,5.0,13.0,13.0,13.0,12.0,13.0,13.0
